heavy metal,ppm,R,G,B,dR,dG,dB,ED,,X,Y,Z,dX,dY,dZ,L,a,b,deltaE,deltaL,deltaa,deltab,Group,ppm
Cr,40,65.972,90.46,83.618,-92.661,-31.93,9.88,98.50482334,,7.524785919,9.181258308,9.683251267,-14.93640269,-12.65953699,0.219541998,36.33096274,-10.86950164,0.953433557,40.23067785,-17.52671408,-18.88428737,-30.89830779,Cr,40ppm
Cu,0,130.247,95.809,49.866,0,0,0,0,,13.98294583,13.32644572,4.83765049,0,0,0,43.2510568,8.558582589,31.32086893,0,0,0,0,Cu,0ppm
Cu,5,99.939,83.41,53.676,-30.308,-12.399,3.81,32.96704665,,9.032054591,9.219014782,4.7532541,-4.950891243,-4.10743094,-0.08439639,36.40259891,2.293668713,19.9275314,14.69553203,-6.848457895,-6.264913876,-11.39333754,Cu,5ppm
Cu,10,93.915,75.616,56.142,-36.332,-20.193,6.276,42.03759804,,7.882943101,7.778606533,4.845041967,-6.100002733,-5.547839189,0.007391477,33.51748635,4.611172784,14.50279229,19.82856878,-9.733570447,-3.947409804,-16.81807664,Cu,10ppm
Cu,15,85.818,70.429,50.713,-44.429,-25.38,0.847,51.17419125,,6.629506426,6.640778442,4.030853404,-7.353439408,-6.68566728,-0.806797086,30.97473292,3.34113484,14.33444981,21.59787776,-12.27632388,-5.217447748,-16.98641913,Cu,15ppm
Cu,20,82.898,67.738,52.704,-47.349,-28.071,2.838,55.11772025,,6.245539524,6.191577853,4.198001589,-7.73740631,-7.134867869,-0.639648901,29.89074434,3.96069704,11.55660149,24.29536516,-13.36031246,-4.597885549,-19.76426745,Cu,20ppm
Cu,25,74.816,61.718,47.195,-55.431,-34.091,-2.671,65.13007203,,5.111742088,5.110128062,3.4265322,-8.871203746,-8.21631766,-1.41111829,27.04624275,3.188416055,11.07421936,26.48323065,-16.20481405,-5.370166533,-20.24664957,Cu,25ppm
Cu,30,83.702,68.737,49.915,-46.545,-27.072,0.049,53.84545115,,6.315563283,6.32488854,3.895547756,-7.667382551,-7.001557182,-0.942102734,30.21776586,3.302373033,13.7836688,22.47326857,-13.03329094,-5.256209556,-17.53720013,Cu,30ppm
Cu,35,81.514,64.372,48.478,-48.733,-31.437,-1.388,58.0096268,,5.835581732,5.698668106,3.640293793,-8.147364102,-7.627777616,-1.197356697,28.6391357,4.840646861,12.53393065,24.08900858,-14.6119211,-3.717935727,-18.78693828,Cu,35ppm
Cu,40,84.072,69.964,53.03,-46.175,-25.845,3.164,53.01042865,,6.493938508,6.521540665,4.287804711,-7.489007326,-6.804905057,-0.54984578,30.69188331,3.147702253,12.45948742,23.29725687,-12.5591735,-5.410880336,-18.86138152,Cu,40ppm
Hg,0,159.999,108.161,61.166,0,0,0,0,,20.72467758,18.57303743,6.930893642,0,0,0,50.18389169,15.66913949,34.25437348,0,0,0,0,Hg,0ppm
Hg,5,149.803,89.121,55.487,-10.196,-19.04,-5.679,22.33228732,,16.82646504,13.91243897,5.474390696,-3.898212542,-4.660598463,-1.456502946,44.10709608,21.66880811,29.81612118,9.62400914,-6.076795609,5.999668622,-4.438252302,Hg,5ppm
Hg,10,149.028,91.994,59.553,-10.971,-16.167,-1.613,19.60450201,,17.03116458,14.36855332,6.088859514,-3.693512997,-4.204484113,-0.842034129,44.75690893,20.00178188,28.27198663,9.165854266,-5.426982761,4.332642396,-5.982386849,Hg,10ppm
Hg,15,147.788,86.591,65.208,-12.211,-21.57,4.042,25.11396394,,16.51087964,13.41213094,6.750896761,-4.213797937,-5.16090649,-0.179996881,43.3777747,23.04615547,23.21705216,14.9186479,-6.80611699,7.377015977,-11.03732132,Hg,15ppm
Hg,20,148.609,88.535,66.431,-11.39,-19.626,5.265,23.29446718,,16.85423708,13.82046971,7.000041556,-3.870440493,-4.752567722,0.069147913,43.97435561,22.39534015,23.28358757,14.28839589,-6.20953608,6.726200658,-10.97078591,Hg,20ppm
Hg,25,151.046,87.609,68.526,-8.953,-20.552,7.36,23.59471367,,17.28941699,13.9245916,7.329415193,-3.43526059,-4.648445829,0.39852155,44.12459234,24.14493254,22.30518759,15.85361852,-6.059299348,8.475793054,-11.9491859,Hg,25ppm
Hg,30,150.132,78.564,65.976,-9.867,-29.597,4.81,31.56701123,,16.35047743,12.42061617,6.685839225,-4.374200145,-6.152421262,-0.245054417,41.87695884,28.60880746,20.88453973,20.3762753,-8.306932844,12.93966797,-13.36983375,Hg,30ppm
Hg,35,150.453,82.981,69.807,-9.546,-25.18,8.641,28.2811845,,16.85356022,13.15213246,7.412311523,-3.871117357,-5.42090497,0.481417881,42.99158259,26.6276703,20.04614996,19.33112318,-7.192309096,10.95853081,-14.20822352,Hg,35ppm
Hg,40,145.934,78.318,66.207,-14.065,-29.843,5.041,33.37424988,,15.57994642,11.99640483,6.680285416,-5.144731155,-6.576632607,-0.250608226,41.21040561,27.04317499,19.75716394,20.4953951,-8.973486075,11.3740355,-14.49720954,Hg,40ppm
Mn,0,144.654,106.53,62.265,0,0,0,0,,17.7027259,16.75795789,6.896918916,0,0,0,47.95360362,9.880299675,30.53974539,0,0,0,0,Cd-Mn,0ppm
Mn,5,144.011,98.931,46.88,-0.643,-7.599,-15.385,17.17138535,,16.47059718,15.04652995,4.712910783,-1.232128719,-1.711427942,-2.184008133,45.69786092,12.8187144,36.15364687,6.725960605,-2.255742693,2.938414722,5.613901485,Cd-Mn,5ppm
Mn,10,154.929,109.877,55.05,10.275,3.347,-7.215,12.99362378,,19.75863736,18.36473822,6.124074459,2.055911456,1.606780331,-0.772844457,49.9355404,11.98904345,37.0535016,7.127685021,1.981936782,2.108743776,6.513756216,Cd-Mn,10ppm
Mn,15,150.075,104.962,50.899,5.421,-1.568,-11.366,12.6898314,,18.23568389,16.82615413,5.407007088,0.53295799,0.068196237,-1.489911828,48.04023892,12.34409834,36.90152051,6.82275547,0.086635303,2.463798667,6.361775119,Cd-Mn,15ppm
Mn,20,151.519,105.93,53.797,6.865,-0.6,-8.468,10.91765767,,18.66814547,17.1886566,5.798907205,0.965419568,0.430698709,-1.098011711,48.4968693,12.63773007,35.95400797,6.100229447,0.54326568,2.757430393,5.414262584,Cd-Mn,20ppm
Mn,25,151.689,103.993,50.461,7.035,-2.537,-11.804,13.97361836,,18.42731819,16.78047359,5.33783321,0.724592289,0.022515701,-1.559085706,47.98223311,13.60077537,37.11634878,7.556088354,0.028629498,3.720475699,6.576603389,Cd-Mn,25ppm
Mn,30,152.708,105.788,49.731,8.054,-0.742,-12.534,14.91705856,,18.78521358,17.23787089,5.324535678,1.082487677,0.479912993,-1.572383238,48.55836611,12.9789305,38.1705152,8.258080802,0.60476249,3.098630826,7.630769809,Cd-Mn,30ppm
Mn,35,150.034,101.02,50.246,5.38,-5.51,-12.019,14.27448286,,17.82181287,16.03244206,5.200842099,0.119086965,-0.725515829,-1.696076817,47.01702294,14.55614008,36.08381543,7.31282295,-0.936580679,4.675840405,5.544070044,Cd-Mn,35ppm
Mn,40,148.552,106.211,54.723,3.898,-0.319,-7.542,8.495759472,,18.17271202,16.97369021,5.898104533,0.469986121,0.215732318,-0.998814383,48.22686831,11.20733218,35.06184613,4.720707998,0.273264694,1.32703251,4.522100743,Cd-Mn,40ppm
Ni,0,148.632,117.268,88.274,0,0,0,0,,20.49341756,19.85033339,12.04228822,0,0,0,51.66757157,8.150396825,20.66636804,0,0,0,0,Ni,0ppm
Ni,5,134.951,98.716,61.562,-13.681,-18.552,-26.712,35.28282031,,15.27707016,14.36085757,6.461027941,-5.216347402,-5.489475827,-5.581260278,44.74605992,10.0184717,26.72574198,9.386854636,-6.921511659,1.868074875,6.059373942,Ni,5ppm
Ni,10,129.631,93.601,59.138,-19.001,-23.667,-29.136,42.07221632,,13.91044265,12.96950085,5.926319215,-6.582974907,-6.880832541,-6.115969005,42.71725485,10.40245675,25.44203737,10.39167749,-8.950316726,2.252059929,4.775669332,Ni,10ppm
Ni,15,131.322,96.437,62.691,-17.31,-20.831,-25.583,37.25663095,,14.52216868,13.65316824,6.5269629,-5.971248875,-6.197165157,-5.51532532,43.73136917,9.838473903,24.711812,9.066340482,-7.936202409,1.688077078,4.04544396,Ni,15ppm
Ni,20,137.922,105.259,66.381,-10.71,-12.009,-21.893,27.17027107,,16.54171838,15.95150754,7.419960477,-3.95169918,-3.898825849,-4.622327742,46.91080375,7.991168315,26.77534727,7.744147536,-4.756767827,-0.15922851,6.108979225,Ni,20ppm
Ni,25,122.638,89.686,53.426,-25.994,-27.582,-34.848,51.48628812,,12.39950805,11.70560997,5.025396499,-8.093909512,-8.144723424,-7.016891721,40.74435611,8.998303749,26.09420887,12.22689815,-10.92321547,0.847906924,5.427840833,Ni,25ppm
Ni,30,129.507,97.156,67.401,-19.125,-20.112,-20.873,34.72665112,,14.44539843,13.69615526,7.255149791,-6.048019127,-6.154178133,-4.787138429,43.7939916,9.096695104,22.01090636,8.043415032,-7.873579978,0.946298279,1.344538314,Ni,30ppm
Ni,35,124.763,92.197,62.283,-23.869,-25.071,-25.991,43.28759964,,13.14500179,12.38239619,6.294994867,-7.348415773,-7.467937205,-5.747293353,41.81753267,9.356068961,22.35057806,10.06545951,-9.850038909,1.205672136,1.684210023,Ni,35ppm
Ni,40,125.91,90.858,55.093,-22.722,-26.41,-33.181,48.11191271,,13.01238219,12.16434804,5.287984885,-7.481035369,-7.685985352,-6.754303335,41.47614103,9.955076467,26.12751875,11.70240541,-10.19143055,1.804679642,5.461150711,Ni,40ppm
Pb,0,147.99,109.84,72.224,0,0,0,0,,18.94752841,17.88439246,8.62207202,0,0,0,49.35558701,10.37907722,26.79773247,0,0,0,0,Pb,0ppm
Pb,5,137.874,98.12,60.461,-10.116,-11.72,-11.763,19.44376571,,15.66802115,14.48266196,6.308464085,-3.279507268,-3.401730503,-2.313607935,44.91731979,11.57976407,27.63992089,4.674307032,-4.438267226,1.200686854,0.842188422,Pb,5ppm
Pb,10,144.098,100.846,67.35,-3.892,-8.994,-4.874,10.94511654,,17.18203169,15.62633917,7.475535864,-1.765496722,-2.258053296,-1.146536156,46.4803909,13.40287493,25.8298071,4.283338042,-2.87519611,3.023797712,-0.967925362,Pb,10ppm
Pb,15,146.774,102.871,73.136,-1.216,-6.969,0.912,7.132836813,,18.0375689,16.3411736,8.529838722,-0.909959516,-1.543218865,-0.092233298,47.41895338,13.97391635,23.76605227,5.085715584,-1.936633637,3.594839125,-3.031680197,Pb,15ppm
Pb,20,140.555,105.077,73.501,-7.435,-4.763,1.277,8.921665932,,17.18841731,16.23142652,8.617112964,-1.759111106,-1.652965948,-0.004959056,47.27666077,10.0056961,23.22984572,4.146222818,-2.078926246,-0.373381121,-3.567886749,Pb,20ppm
Pb,25,142.504,105.428,76.926,-5.486,-4.412,4.702,8.465857547,,17.67496493,16.5219271,9.264147624,-1.272563486,-1.362465363,0.642075604,47.65192706,11.03129143,21.77932005,5.339691358,-1.703659957,0.652214207,-5.018412416,Pb,25ppm
Pb,30,142.44,101.177,74.227,-5.55,-8.663,2.003,10.48151125,,17.14635227,15.63021959,8.631238874,-1.801176144,-2.254172871,0.009166854,46.48556231,13.18475783,21.81898783,6.395059312,-2.870024704,2.805680608,-4.978744633,Pb,30ppm
Pb,35,141.409,103.609,76.175,-6.581,-6.231,3.951,9.886623438,,17.2765637,16.04609171,9.055250748,-1.670964711,-1.838300757,0.433178728,47.0349016,11.53027446,21.38169177,6.003693255,-2.320685416,1.151197237,-5.416040696,Pb,35ppm
Pb,40,140.92,105.702,78.522,-7.07,-4.138,6.298,10.33308995,,17.48889811,16.46109898,9.560890866,-1.458630302,-1.423293482,0.938818846,47.57371608,10.36341542,20.71511002,6.338265155,-1.781870936,-0.015661801,-6.082622448,Pb,40ppm
Zn,0,140.076,104.64,65.596,0,0,0,0,,16.81531843,16.00172878,7.293957928,0,0,0,46.97675673,9.237573416,27.35411865,0,0,0,0,Ag-Zn,0ppm
Zn,5,134.13,89.487,66.81,-5.946,-15.153,1.214,16.32305489,,14.47347575,12.70919302,6.970097638,-2.341842682,-3.292535758,-0.32386029,42.32176354,15.61527131,20.54869737,10.42390286,-4.654993186,6.377697891,-6.805421284,Ag-Zn,5ppm
Zn,10,135.613,90.835,70.782,-4.463,-13.805,5.186,15.40749785,,14.9486766,13.1091508,7.666397574,-1.866641832,-2.892577984,0.372439646,42.92725022,15.89612482,19.01258361,11.41560409,-4.049506511,6.658551407,-8.341535041,Ag-Zn,10ppm
Zn,15,135.472,85.007,64.475,-4.604,-19.633,-1.121,20.19673602,,14.25667041,12.06505133,6.498583599,-2.558648015,-3.936677452,-0.79537433,41.31932233,18.59624004,20.66671975,12.8184441,-5.657434402,9.358666622,-6.687398902,Ag-Zn,15ppm
Zn,20,129.116,80.117,64.235,-10.96,-24.523,-1.361,26.89519381,,12.88097072,10.80462405,6.291720549,-3.934347711,-5.197104732,-1.00223738,39.24943942,18.68250105,17.93624189,15.41474921,-7.727317305,9.444927632,-9.417876757,Ag-Zn,20ppm
Zn,25,128.981,84.39,63.501,-11.095,-20.25,-2.095,23.1851364,,13.16303599,11.43255464,6.288826014,-3.65228244,-4.569174139,-1.005131914,40.29965728,16.01682887,19.75882151,12.17499487,-6.677099447,6.779255453,-7.595297138,Ag-Zn,25ppm
Zn,30,131.14,81.819,62.912,-8.936,-22.821,-2.684,24.65469515,,13.28095259,11.20283588,6.151677897,-3.534365835,-4.798892897,-1.142280031,39.92001945,18.42335924,19.67040378,13.90020419,-7.056737274,9.185785829,-7.683714875,Ag-Zn,30ppm
Zn,35,132.314,83.108,62.682,-7.762,-21.532,-2.914,23.07308094,,13.5555609,11.49042976,6.159155555,-3.259757524,-4.511299018,-1.134802373,40.3944995,18.15425893,20.45739032,13.05366816,-6.582257225,8.916685514,-6.89672833,Ag-Zn,35ppm
Zn,40,126.226,74.664,60.161,-13.85,-29.976,-5.435,33.46524019,,11.95150315,9.768543531,5.552512425,-4.863815281,-6.233185249,-1.741445503,37.4237777,20.21950872,17.94368392,17.33258761,-9.552979025,10.9819353,-9.410434734,Ag-Zn,40ppm
Ag,0,128.852,93.736,59.934,0,0,0,0,,13.82461394,12.9405765,6.034590413,0,0,0,42.6735723,10.04769763,24.90792753,0,0,0,0,Ag-Zn,0ppm
Ag,5,136.514,95.211,63.364,7.662,1.475,3.43,8.523307398,,15.25649657,13.86396678,6.627635756,1.431882632,0.923390282,0.593045343,44.03720867,12.95177474,24.83873993,3.209042689,1.363636376,2.904077114,-0.069187604,Ag-Zn,5ppm
Ag,10,126.511,83.247,57.857,-2.341,-10.489,-2.077,10.9459276,,12.55272834,11.0039946,5.445983041,-1.271885596,-1.936581899,-0.588607372,39.58719746,15.0263015,22.15109718,6.473972486,-3.086374836,4.978603873,-2.756830353,Ag-Zn,10ppm
Ag,15,126.328,80.722,60.373,-2.524,-13.014,0.439,13.26376617,,12.40065889,10.63544984,5.725695747,-1.423955047,-2.305126661,-0.308894666,38.95956379,16.69921927,19.82838749,9.156327126,-3.714008507,6.651521645,-5.079540043,Ag-Zn,15ppm
Ag,20,117.598,71.559,60.626,-11.254,-22.177,0.692,24.87872,,10.53852367,8.735171839,5.492372644,-3.286090269,-4.205404662,-0.542217769,35.4693251,18.35542777,14.84267794,14.90734072,-7.2042472,8.307730146,-10.06524959,Ag-Zn,20ppm
Ag,25,113.904,66.381,61.754,-14.948,-27.355,1.82,31.2258087,,9.760779317,7.858020164,5.523869342,-4.063834623,-5.082556337,-0.510721071,33.68542803,19.98392905,11.62600427,18.86597248,-8.98814427,9.936231425,-13.28192326,Ag-Zn,25ppm
Ag,30,110.877,68.168,59.914,-17.975,-25.568,-0.02,31.2541781,,9.431187541,7.852230351,5.281094633,-4.3934264,-5.088346149,-0.753495779,33.67322224,17.3708498,12.7059173,16.83816833,-9.000350058,7.323152179,-12.20201024,Ag-Zn,30ppm
Ag,35,109.568,68.578,64.39,-19.284,-25.158,4.456,32.01021018,,9.415997786,7.867197764,5.930466341,-4.408616155,-5.073378737,-0.104124072,33.7047635,17.1105566,9.885583434,18.86781202,-8.968808798,7.062858977,-15.0223441,Ag-Zn,35ppm
Ag,40,116.219,69.978,68.747,-12.633,-23.758,8.813,28.31438189,,10.48720277,8.53296988,6.68267859,-3.337411169,-4.407606621,0.648088177,35.06908305,19.690053,9.159258276,19.97057479,-7.604489252,9.642355375,-15.74866926,Ag-Zn,40ppm
Cd,0,133.462,102.487,71.74,0,0,0,0,,15.70719318,15.08839934,8.170294872,0,0,0,45.755036,8.197201764,22.11692416,0,0,0,0,Cd-Mn,0ppm
Cd,5,143.205,102.447,63.95,9.743,-0.04,-7.79,12.47444384,,17.08354433,15.81963411,6.995758418,1.376351152,0.731234769,-1.174536453,46.73695954,11.75576653,28.06304233,6.998848353,0.981923546,3.558564768,5.946118163,Cd-Mn,5ppm
Cd,10,140.472,95.557,62.493,7.01,-6.93,-9.247,13.51562093,,15.9214973,14.25615995,6.540889489,0.21430412,-0.832239393,-1.629405382,44.59807696,14.42632607,26.15050471,7.51068012,-1.156959036,6.229124307,4.033580546,Cd-Mn,10ppm
Cd,15,134.5,88.537,52.357,1.038,-13.95,-19.383,23.90356946,,14.07418433,12.42981084,4.948405616,-1.633008844,-2.6585885,-3.221889255,41.89123694,14.99272313,28.43984206,10.05422023,-3.863799057,6.795521364,6.322917896,Cd-Mn,15ppm
Cd,20,130.891,90.832,56.844,-2.571,-11.655,-14.896,19.08768928,,13.80534336,12.56497806,5.547908763,-1.90184982,-2.523421277,-2.622386109,42.10032577,12.39635235,26.0272009,6.802943236,-3.65471023,4.199150585,3.910276739,Cd-Mn,20ppm
Cd,25,136.454,93.42,56.609,2.992,-9.067,-15.131,17.89161016,,14.90824107,13.4676722,5.633499562,-0.798952112,-1.620727138,-2.53679531,43.45962534,13.35783516,27.99146845,8.14931394,-2.29541066,5.160633393,5.874544287,Cd-Mn,25ppm
Cd,30,141.64,95.193,63.281,8.178,-7.294,-8.459,13.84329444,,16.10927998,14.30154015,6.654965885,0.402086803,-0.786859193,-1.515328987,44.66230744,15.22883785,25.8085035,8.016590283,-1.092728554,7.031636088,3.691579338,Cd-Mn,30ppm
Cd,35,133.57,87.781,53.737,0.108,-14.706,-18.003,23.24620634,,13.89545217,12.24166161,5.088067621,-1.811741005,-2.846737727,-3.082227251,41.59765198,15.13364638,27.26841582,9.588324779,-4.157384015,6.93644462,5.151491654,Cd-Mn,35ppm
Cd,40,125.629,74.493,46.613,-7.833,-27.994,-25.127,38.42376939,,11.53754104,9.574350585,3.888441557,-4.169652136,-5.514048755,-4.281853315,37.06739443,18.82948434,25.63347018,14.17344858,-8.687641569,10.63228258,3.516546016,Cd-Mn,40ppm
Co,0,120.877,90.357,47.9,0,0,0,0,,12.08636454,11.64216777,4.395502813,0,0,0,40.64165577,7.288020148,29.0492798,0,0,0,0,Co,0ppm
Co,5,99.726,76.811,45.825,-21.151,-13.546,-2.075,25.20247095,,8.356010079,8.171451556,3.703318888,-3.730354461,-3.47071621,-0.692183925,34.3374324,5.354273025,21.98887542,9.660844697,-6.304223374,-1.933747123,-7.060404378,Co,5ppm
Co,10,104.041,75.512,45.221,-16.836,-14.845,-2.679,22.60535251,,8.742993535,8.239173872,3.634305171,-3.343371004,-3.402993895,-0.761197642,34.47611005,8.13698354,22.63303008,8.938845192,-6.165545722,0.848963392,-6.41624972,Co,10ppm
Co,15,106.049,80.746,51.762,-14.828,-9.611,3.862,18.08745281,,9.488162549,9.160721661,4.48855905,-2.598201991,-2.481446105,0.093056238,36.29191563,6.548575314,21.06893797,9.118819754,-4.349740138,-0.739444835,-7.980341834,Co,15ppm
Co,20,101.352,74.652,56.545,-19.525,-15.705,8.645,26.50676659,,8.626402572,8.063546378,4.91292163,-3.459961967,-3.578621388,0.517418818,34.11487891,8.686229126,15.20333705,15.37087945,-6.526776864,1.398208978,-13.84594275,Co,20ppm
Co,25,104.446,79.152,51.615,-16.431,-11.205,3.715,20.23193048,,9.179374931,8.828772953,4.42350926,-2.906989608,-2.813394813,0.028006447,35.65251098,6.760653099,20.30189826,10.08396577,-4.989144792,-0.527367049,-8.74738154,Co,25ppm
Co,30,103.673,81.393,57.571,-17.204,-8.964,9.671,21.67623475,,9.39591779,9.168605384,5.220004663,-2.690446749,-2.473562382,0.824501851,36.30691215,5.729823471,17.52909271,12.40696134,-4.33474362,-1.558196677,-11.52018709,Co,30ppm
Co,35,96.717,75.072,59.909,-24.16,-15.285,12.009,31.00891656,,8.234050816,7.89349399,5.351373281,-3.852313724,-3.748673776,0.955870468,33.76008155,6.755903771,12.53355828,17.89995165,-6.881574219,-0.532116378,-16.51572152,Co,35ppm
Co,40,105.536,80.769,54.005,-15.341,-9.588,6.105,19.09311525,,9.480503008,9.153348985,4.757348049,-2.605861531,-2.488818781,0.361845236,36.27788345,6.546627794,19.6922926,10.3511053,-4.363772323,-0.741392354,-9.356987202,Co,40ppm
Cr,0,157.036,120.959,74.187,0,0,0,0,,21.98740152,21.33481192,9.470245546,0,0,0,53.31399469,8.169257224,30.89396707,0,0,0,0,Cr,0ppm
Cr,5,73.995,72.615,60.219,-83.041,-48.344,-13.968,97.09817218,,6.002337889,6.498933074,5.242715033,-15.98506363,-14.83587885,-4.227530513,30.63786677,-1.913328327,7.649663333,34.00239646,-22.67612793,-10.08258555,-23.24430374,Cr,5ppm
Cr,10,75.807,76.937,61.33,-81.229,-44.022,-12.857,93.28123806,,6.465807502,7.168089513,5.503669854,-15.52159402,-14.16672241,-3.966575692,32.18654584,-3.590390196,9.13208202,32.5305709,-21.12744885,-11.75964742,-21.76188505,Cr,10ppm
Cr,15,70.093,80.162,61.885,-86.943,-40.797,-12.302,96.82365239,,6.279241044,7.4131089,5.640028591,-15.70816047,-13.92170302,-3.830216955,32.72944323,-7.912809397,9.462374915,33.78860412,-20.58455147,-16.08206662,-21.43159215,Cr,15ppm
Cr,20,57.898,71.157,63.63,-99.138,-49.802,-10.557,111.4451995,,4.916920775,5.78880438,5.652780017,-17.07048074,-15.54600754,-3.817465529,28.87325918,-7.115467725,2.757638214,40.28182432,-24.44073552,-15.28472495,-28.13632886,Cr,20ppm
Cr,25,61.919,83.707,73.989,-95.117,-37.252,-0.198,102.1518203,,6.364451463,7.810795568,7.647593043,-15.62295006,-13.52401635,-1.822652503,33.58569594,-10.69335486,2.974034643,39.04518579,-19.72829876,-18.86261208,-27.91993243,Cr,25ppm
Cr,30,72.338,90.926,83.791,-84.698,-30.033,9.604,90.37681732,,8.024144572,9.496849438,9.753241831,-13.96325695,-11.83796248,0.282996285,36.92381876,-8.777075639,1.761028294,37.47724892,-16.39017594,-16.94633286,-29.13293878,Cr,30ppm
Cr,35,65.947,88.54,79.064,-91.089,-32.419,4.877,96.80900067,,7.1906095,8.790018632,8.725614703,-14.79679202,-12.54479329,-0.744630843,35.57682307,-10.84535206,2.698814369,38.35530289,-17.73717163,-19.01460928,-28.1951527,Cr,35ppm
Cr,40,67.753,87.752,79.787,-89.283,-33.207,5.6,95.42284285,,7.275804256,8.734677977,8.849284602,-14.71159726,-12.60013394,-0.620960944,35.4683551,-9.545930731,2.106340529,38.22331983,-17.84563959,-17.71518795,-28.78762654,Cr,40ppm
Cu,0,128.299,95.757,48.315,0,0,0,0,,13.64865104,13.15084433,4.649427721,0,0,0,42.98965664,7.564864117,31.80105295,0,0,0,0,Cu,0ppm
Cu,5,101.823,84.473,53.401,-26.476,-11.284,5.086,29.22626606,,9.318787551,9.489968077,4.756919201,-4.329863491,-3.660876257,0.10749148,36.91103291,2.49150803,20.78604631,13.56535954,-6.078623728,-5.073356086,-11.01500663,Cu,5ppm
Cu,10,93.301,77.052,54.798,-34.998,-18.705,6.483,40.20903279,,7.887210581,7.932184821,4.703972907,-5.761440461,-5.218659513,0.054545186,33.84125058,3.254977537,15.75563454,18.96638889,-9.148406052,-4.30988658,-16.0454184,Cu,10ppm
Cu,15,87.349,71.192,50.784,-40.95,-24.565,2.469,47.81670928,,6.821589243,6.811446217,4.0618409,-6.827061799,-6.339398117,-0.587586821,31.37375029,3.590126794,14.85203771,20.9283763,-11.61590635,-3.974737322,-16.94901524,Cu,15ppm
Cu,20,84.596,69.19,51.726,-43.703,-26.567,3.411,51.25809808,,6.463393732,6.437852355,4.118064111,-7.18525731,-6.712991979,-0.53136361,30.49129677,3.69131572,13.02364321,22.8867755,-12.49835986,-3.873548397,-18.77740973,Cu,20ppm
Cu,25,76.309,62.897,48.891,-51.99,-32.86,0.576,61.5066783,,5.329090837,5.313851873,3.638057376,-8.319560205,-7.836992461,-1.011370345,27.61084188,3.392696209,10.7742072,26.38263009,-15.37881475,-4.172167907,-21.02684575,Cu,25ppm
Cu,30,84.876,67.496,53.081,-43.423,-28.261,4.766,52.02841345,,6.416453801,6.257121945,4.247011369,-7.232197242,-6.893722389,-0.402416352,30.05210953,5.089112852,11.57290217,24.13892196,-12.93754711,-2.475751265,-20.22815078,Cu,30ppm
Cu,35,80.234,66.02,52.303,-48.065,-29.737,3.988,56.66072306,,5.904233324,5.865358481,4.105158814,-7.744417718,-7.285485853,-0.544268907,29.07020251,3.753092888,10.64368259,25.61083996,-13.91945413,-3.811771229,-21.15737036,Cu,35ppm
Cu,40,83.747,69.441,51.159,-44.552,-26.316,2.844,51.82181873,,6.39010033,6.424560185,4.053201713,-7.258550712,-6.726284149,-0.596226008,30.45927802,3.054968073,13.32277333,22.77710184,-12.53037862,-4.509896044,-18.47827962,Cu,40ppm
Hg,0,157.998,107.947,59.758,0,0,0,0,,20.26764769,18.30820033,6.707022956,0,0,0,49.86780753,14.80291965,34.57861924,0,0,0,0,Hg,0ppm
Hg,5,145.485,90.38,53.502,-12.513,-17.567,-6.256,22.45689636,,16.10635947,13.70368114,5.225144641,-4.161288218,-4.604519189,-1.481878315,43.80494162,18.90765762,30.43289043,8.413933928,-6.062865909,4.104737966,-4.145728808,Hg,5ppm
Hg,10,151.169,91.052,61.156,-6.829,-16.895,1.398,18.27650596,,17.38714172,14.42680598,6.304987447,-2.880505972,-3.881394347,-0.402035509,44.83890464,21.59876693,27.51894167,11.01419321,-5.028902896,6.795847284,-7.059677572,Hg,10ppm
Hg,15,146.413,85.706,64.021,-11.585,-22.241,4.263,25.43712788,,16.1590804,13.12957901,6.535869107,-4.108567293,-5.178621315,-0.171153849,42.95784344,22.86050777,23.34256117,15.45708028,-6.909964088,8.057588119,-11.23605807,Hg,15ppm
Hg,20,145.696,84.742,63.985,-12.302,-23.205,4.227,26.6022322,,15.95437434,12.91113621,6.49911724,-4.313273351,-5.397064116,-0.207905716,42.62904366,23.10312507,22.92272064,16.03599341,-7.23876387,8.300205418,-11.6558986,Hg,20ppm
Hg,25,150.345,88.757,70.372,-7.653,-19.19,10.614,23.22674116,,17.31183065,14.06970362,7.658895937,-2.955817038,-4.238496702,0.951872981,44.33272932,23.37016022,21.46276931,16.61506007,-5.535078214,8.567240575,-13.11584993,Hg,25ppm
Hg,30,147.586,82.638,65.5,-10.412,-25.309,5.742,27.96293599,,16.17342072,12.77769765,6.690841514,-4.094226977,-5.53050268,-0.016181442,42.42636377,25.23328187,21.81211624,18.08731988,-7.441443764,10.43036223,-12.766503,Hg,30ppm
Hg,35,148.469,82.644,67.565,-9.529,-25.303,7.807,28.1423684,,16.39512186,12.88558523,7.022112559,-3.872525836,-5.422615093,0.315089603,42.59034274,25.78674146,20.8132407,19.0549595,-7.277464792,10.98382181,-13.76537854,Hg,35ppm
Hg,40,145.283,78.679,64.108,-12.715,-29.268,4.35,32.20573783,,15.42945989,11.9642204,6.362368902,-4.838187806,-6.343979924,-0.344654054,41.15919768,26.38001907,20.94059667,19.89635083,-8.708609849,11.57709943,-13.63802257,Hg,40ppm
